"title","author","state","date","ver.purchase","helpful","format","stars","comments"
"What a great IOT device","E. Steinberg","United States ","January 5, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"No only can I use it for my Amazon music, books, etc., but also play my iPhone music through it."
"Doesn’t always work","cloudy#1","United States ","January 5, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"Sometimes when  asked to play music, it will start and then stop without ever playing any music."
"Missed my return window, will not purchase again, will not recommend this item.","WILLIAM WHITE JR","United States ","February 7, 2021",1,NA,"CharcoalConfiguration: Echo Dot",1,"I'm not certain why, however, when I set up this device I began having all sorts of connectivity issues with my other devices. A friend explained to me the issues of hacking found with the device, I disconnected the device, reestablished my network, and experienced no further issues. I hate to lose the $30.00, this device is going in the trash."
"Started a static sound out of nowhere","Bernardi Reconstruct","United States ","February 22, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"Has worked great for quite a while. Today there was a lot of static noise when  playing podcasts"
"Love the new shape","ElaineM","United States ","December 6, 2020",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"There seem to be new features and the sound is better than the previous model.  Love all of them."
"Sounds like cheap knock off","SAM","United States ","January 1, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"I ordered the 3rd Gen and loved it maybe a month later the 4th Gen came out and ordered it and it is not the same quality you have yell at it for it to pick up your voice and the sound quality sounds like a cheap tin can. Yes I went into audio and turned it up and it did help a bit but still not as good as Gen 3.... in my opinion Amazon cheaped out on this one."
"It's a downgrade","Tommy_21","United States ","May 15, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",2,"This new version is a downgrade from last version in sound quality and it's bulkier too both cons."
"Great aide","rhkfreespirit","United States ","February 6, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"It Answers, alerts us when we have an Amazon delivery and is a great little side for many things"
"Either the mic is bad or Alexa has gone sentient and won't listen!","Courtney L.","United States ","December 8, 2020",1,NA,"Twilight BlueConfiguration: Echo Dot",1,"We have the old Echo dot and a spot, and love them both. The dot was first gen so we decided to replace the it with this newer, sleeker and prettier version. The mic quality on this generation dot is terrible. It will not wake unless we scream at it, and when it does finally wake it will not take commands. It's really disappointing after having such a good experience with the older generation dot."
"Great way to start your smart home.","TR","United States ","January 24, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"I now have the smart light bulbs and I can turn lights on and off from different rooms.  I do not have to grope my way in the dark and risk injury or tripping."
"So fun!","Amanda","United States ","June 29, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"This is so much fun, I don’t know why it took me so long to get on the bandwagon. Although, I think this could make me lazy <U+0001F602>"
"Bigger and works the same as the previous one","Mark Hoffman","United States ","March 20, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",3,"Takes up more real estate than the previous version and I don’t really notice any difference in performance"
"Misleading Product","Lady B","United States ","February 4, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"For the Music, but I don’t like the stations want you to subscribe to them, and for that reason I probably wouldn’t have ordered it."
"good improvements","ruby ritz","United States ","December 29, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"the best thing is that the volume controls are accessible, right on top of the globe.  makes it so much easier to adjust the volume."
"What a rip off !","DanielG","United States ","February 11, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",1,"I am a huge Echo fan, this would have been my 7th echo device around the house, and all I can say is what a disappointment. The sound is terrible and it feels like a $5 speaker, not even comparable to the sound of the 3rd generation."
"Voice Recognition barely works","Nicole M.","United States ","April 3, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",2,"Voice recognition isn’t great. When I ask her to “play the Frozen soundtrack” she responds with “Moana the original motion picture soundtrack”. Yeah... They sound nothing alike. I don’t know if mine is defective or if this generation of Echo Dot isn’t great. But the voice recognition is just ridiculously wrong most of the time."
"Software needs work.","Richard W Bornstein","United States ","January 17, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",3,"It frequently goes silent.  Alexa play Classic FM (or any other station.) It will announce the correct station and then go silent.  Repeat command - same result.  Alexa off; repeat command, announces station and then plays.  Very occasionally it has turned on without the remotest of speech, let alone a wake up command. Once i had to unplug unit to make it stop."
"The sounds quite frankly sucks..","Tessa Webb","United States ","February 24, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",2,"The sound on this new generation of alexa is terrible.. the 3rd generation echo dot sound is way better. This new one has no bass, and the sound is very flat there is no depth at all. It sounds awful. Returning.."
"Prompt accurate information.","Wu Wei (Maggi Lunde)","United States ","February 1, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I am only starting to explore everything I can do with Alexa.  It is great to be able to add to lists."
"Works great!","Ann P.","United States ","May 13, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I love the echo.  It does almost everything by voice I can do by asking questions on the computer."
"Best Echo yet","Amazon Customer","United States ","December 6, 2020",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I like the larger shaped ball than the little dot. The sound is twice as good also, overall a good buy."
"Color design","Martin K. Spaulding","United States ","December 29, 2020",1,NA,"CharcoalConfiguration: Echo Dot",4,"I ordered charcoal! Maybe they all come with gray cords, but it looks terrible! My photo would not load!"
"Works well","Cindi DeBauche","United States ","January 11, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",3,"Works fine, was Xmas gift from my son. It sits in my office so I don’t have to blast my Alexa in the living room."
"Voice Recognition not Great","jaked6301","United States ","January 11, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"Sometimes the 4th Gen Echo dot doesn't seem to recognize our voices until we have to raise our voices (like in yell) at it.  Other than that it seems really no better than the original echo dot we bought several years ago."
"Okay as a kitchen utility device","Julie Hodson","United States ","February 18, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",4,"Having bought an Echo gen 4 first, the Echo Dot gen 4 just doesn't t satisfy. Plan on buying an Echo and moving the Dot to the kitchen."
"Don’t buy if you don’t want to shout at it keep your third gen","Sean McIlvried","United States ","January 6, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",1,"I am sadly disappointed and will be buying a 3rd gen the sound is nice but the microphone sucks Customer service reached out once never attempted to contact me again and it’s been futile"
"Alexia All Day","Jorge A. Reyes","United States ","January 15, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I have one I bought one for mom an my sister. They both of afraid lol... it does what they don't expect. A smarter person then you .. kidding. This device is so great to have. I talk to Alexis once I come in. If you don't have one what are you waiting for."
"Loud speaker","Erika","United States ","April 13, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I like the loud speaker but sometimes it doesn’t understand what I have to say but the speaker is so much louder."
"Works Great,, Sound is no different that a 3rd gen.","Chris C. Grier","United States ","June 28, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I don't see any difference in this 4th gen and the 3rd gen I already have. They sound the same."
"love my Alexa","Kathleen Adams","United States ","February 22, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"love it. I love the fact that I can play any song I want whenever I want. I also hooked up a few lights so I can turn the lights on when it gets dark for my cats from work. I know it has many other features which I have yet to discover but those two alone are fantastic"
"Awesome Alexa","Patricia N. Fisher","United States ","February 1, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Alexa is very helpful.  I am still learning the many things she can do, but I love my Echo Dot."
"Should have stayed with gen 3","A Z","United States ","February 11, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",2,"Recognizes voices a lot better than my gen 3 but the sound quality is horrible. There is NO BASS period. Sounds tinny! Very unhappy with the upgrade, I should have stuck with my gen 3!Also being bigger doesn't really look great being wall mounted.I have 2 gen 2s that are flush mounted in my ceiling which was perfect!! Too bad I have to patch those holes now..."
"Music sounds Terrible!","megan lotesto","United States ","March 18, 2021",1,NA,"CharcoalConfiguration: Echo Dot",2,"Alexa can be heard more clearly on the new 4th Gen echo, but music sounds tinny, hollow and TERRIBLE on this device.  I went back to the 3rd generation and would have bought another 3rd Gen, but Amazon jacked the price up. If you are thinking of getting this to listen to music, just buy a Bluetooth speaker from somewhere else."
