Star;Date;Colour;Review Title;Review Text
3;18-gen-18;Stile: InissiaColore: Arancio Utile Segnala un abuso;bella esticamente ma poco pratica;Molto bella esteticamente ma molto rumorosa e non adeguata all'utilizzo delle tazze (tipo caffè americano)- inoltre non ha il raccogli goccia adeguato in quanto quando si vuole usare la tazza bisogna alzare il ripiano.
4;18-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo caffè;Molto bella. Unica pecca che il primo caffè risulta un po’ freddino nonostante si faccia andare giù un po’ di acqua per svuotare il tubo.
5;17-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Piccola e pratica!;Al netto delle preferenze personali riguardo cialde- caffè il polvere- caffè in chicchi o capsule- devo ammettere che questa macchina Nespresso ha dalla sua parte la praticità. Non voglio mettere a confronto nessun altro tipo di marca- quindi mi limito a consigliare questa macchina per il caffè a tutte le persone come me che semplicemente vogliono gustarsi un caffè senza dover ricorrere a macchine ingombranti e sofisticate. E' piccola- esteticamente gradevole- veloce (con la quale si è in grado di poter servire almeno 5 caffè insieme senza che il primo si ghiacci!). Semplice da utilizzare con solo due diverse modalità: caffè corto- e caffè lungo (parecchio lungo- occhio). Acquistata in offerta è stata un vero affare- CONSIGLIATISSIMA.
5;17-gen-18;Stile: InissiaColore: White Utile Segnala un abuso;COME IL CAFFE' DEL BAR!;Macchina dal rapporto qualità/prezzo eccezionale- facilità d'uso e molto pratica nella pulizia.Nella nostra famiglia l'abbiamo praticamente tutti!Super consigliata.
5;16-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;meglio del bar con le capsule giuste;molto semplice da usare e facile da pulire(ha anche la funzione per la decalcificazione https://www.youtube.com/watch?v=Y9v3Od0d5xk )dopo circa 600 caffè in 4 mesi (100 bevuti da me gli altri dalla mia famiglia)  vi dico come e andata la mia esperienza con questa macchietta:all inizio ho provato il kit con le 16 capsule in omaggio  poi ho preso le capsule con il buono da 40 euro nespresso  (i caffè lunghi ed aromatizzati sono buoni) solo che per bere un caffè buono usavo la mokapoi dato che quelle Nespresso costano un po troppo ho iniziato a provato quelle compatibili prima quelle del' eurospin (il caffe dicamo che e accettabile ogni tanto viene lento o bruciato) quello corsini (il vola monto intenso e buono)  e poi ho provato quello Borbone....MEGLIO DEL BAR-crema perfetta(se stoppata in tempo) sapore deciso che rimane per molto tempo ottimo- la moka orma avrà la ruggine:-)
5;16-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Soddisfattissima!;Semplice da usare- intuitiva e manegevole. Proprio quello che cercavo! Per un uso domestico è più che soddisfacente. All'interno della confezione escono una dozzina di capsule di gusti diversi- secondo me è importantissimo per capire quali capsule comprare in futuro. Insomma- promossa a pieni voti!
5;16-gen-18;Stile: InissiaColore: White Utile Segnala un abuso;PERFETTA!!;Davvero un oggetto utile e fine nel suo stile moderno. Chiesto reso- perché uscita difettata la prima volta. Tempi di consegna record! La straconsiglio.. poi- trovata anche ad un prezzo stracciatissimo.. non potevo chiedere di meglio!
1;16-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Troppa plastica.;La macchina del caffè risulta con troppa plastica. Il modello blu- più costoso- risulta decisamente migliore nella qualità e consistenza.
5;16-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo;Non c'è tanto da dire- fa il suo lavoro alla grande senza alcun problema.Caffè pronto in pochi secondi e di gran gusto
5;15-gen-18;Stile: InissiaColore: White Utile Segnala un abuso;OK;Buona macchinetta del caffè- fa il suo lavoro da macchinetta- Istruzioni semplici ma tanto il funzionamento è elementare. Arrivata insieme a 50 capsule e un buono sconto per altre 50. Prezzo giusto.
4;15-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Soddisfatta!;La mia prima macchina del caffè “seria”. Devo dire che fa il suo dovere. I gusti del caffè sono molto buoni- la macchina ben fatta- piccola occupa poco spazio. Le capsule compatibili entrano non perfettamente- non le consiglio. Solo le originali!!
5;15-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Macchina Nespresso;Ottima l'offerta e ottimo il prodotto. La macchinetta è robusta e si comporta in modo adeguato con le cialde originali e con quelle compatibili.  Problemi di consegna per via del corriere Bartolini in Sicilia.
5;15-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;macchina da caffè;la macchinetta funziona molto bene- si riscalda in breve tempo ed ha anche un bel design.consigliata malgrado il prezzo delle capsule nespresso non sia proprio a buon mercato
5;15-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima macchina;Ottima macchina per il caffè Nespresso. Al suo interno c'erano 14 capsule- in più Amazon invia un codice per avere 30 euro di sconto sull'acquisto di prodotti Nespresso. Ottimo servizio
4;15-gen-18;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Prodotto ottimo;Comprata- provata e perfettamente funzionante.Fa i caffè in maniera egregia e non perde acqua da nessuna parte c (come letto in altre recensioni)
5;15-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Macchina del caffé;Piccola e compatta- sta ovunque! Ottimo il caffè! E si trovano capsule compatibili a buon prezzo e di buona qualità- è fantastico!!
4;14-gen-18;Stile: InissiaColore: White Utile Segnala un abuso;Ottimo acquisto per il black friday;Ho preso questa macchina del caffè durante il black friday a un prezzo ridicolo: è MOLTO comoda- ha una pressione più alta delle altre da 60 euro e fa un caffè sempre identico. L'unica cosa negativa è il costo delle capsule nespresso che è eccessivo- ma esistendo una vasta gamma di capsule compatibili riuscirete a godervi un caffè da bar con una spesa inferiore ai 30 centesimi- lasciando le nespresso per le occasioni speciali magari
5;14-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Soddisfatta pienamente;ho regalato Inissia a a mio fratello per Natale- è arrivata in anticipo- ho avuto il tempo di fare un pacchetto e metterla sotto l'albero- all'interno della confezione c'era un degustazione di cialde omaggio e dopo qualche giorno ho ricevuto un buono da 30 euro da spendere su nespresso.it.Naturalmente il caffè è buonissimo- il mio preferito è volluto- perfino io che non prendo il caffè- non resisto a prepararmi un buon caffèlatte ogni mattina!
5;14-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Che buon caffè;Piccola ed elegante è una macchina del caffè davvero unica.facile da utilizzare e da pulire offre un caffè in pochi istanti. Ho fatto un ottimo acquisto considerando anche il prezzo molto vantaggioso e la possibilità di scegliere vari colori.
5;13-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Una grande sorpresa!;Mai avrei pensato che delle capsule in una macchina entry level come questa potessero esprimere tanto gusto- eppure!Ho scelto quella prodotta da De Longhi- sono veramente soddisfatto dell'acquisto.Oltre alle ottime capsule Nespresso uso con grande soddisfazione le capsule di orzo della Crastan- consigliatissime.
5;13-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Ottimo;Ottimo prodotto ad un prezzo conveniente se si tiene conto che esiste un buono acquisto di capsule nespresso di 30 euro. Caffè bollente! Imballo perfetto. Amazon impeccabile nella spedizione. Consigliato vivamente
5;13-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo rapporto qualita' prezzo;Arrivata puntualissima. La sto utilizzando da una settimana e funziona perfettamente... Molto carina nel design- semplicissima da utilizzare e ovviamente tutta la qualità Nespresso nel caffè. Ottimo rapporto qualità prezzo.
5;13-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Ottimo acquisto;Comprata una seconda macchina per un regalo (la mia la uso da oltre un anno). Credo basti questo a testimoniare la validità del prodotto. Semplice- facilissima da usare e da pulire- caffé sempre caldo e cremoso. Non c'è gara con gli imitatori.
4;13-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Buona macchinetta;Il caffè molto buono come da qualità nespresso- la macchinetta è piccola quindi maneggevole e non occupa molto spazio- facile da pulire anche da smontare per lavare i pezzi in lavastoviglie- l'unico difetto che hanno riscontrato i miei genitori è che a volte si blocca all'interno la capsula del caffè- ma è un problema che c'è poche volte.
5;13-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;buona macchina;La macchina fa un caffè molto buono e le cialde sono ottime.Inizialmente avevo ordinato il colore arancione che però è tornato indietro ed ho ricevuto subito il rimborso ordinando poi il color crema..consegna abbastanza celere e andata a buon fine.Soddisfatta.Macchina piccola e quindi si può veramente appoggiare ovunque
5;13-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Perfetta;È Perfetta per la mia cucina-  piccole dimensioni- il colore è  carinissimo- il è caffè ottimo come sempre! Grazie mille
5;13-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;perfetta;Buon caffe' in un elettrodomestico che occupa pochissimo spazio. Utilissima la programmazione della lunghezza del caffe e lo spegnimento automatico della macchina
5;13-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;acquisto per un regalo;la persona a cui l'ho regalata è molto soddisfatta!  Suggerisco l'acquisto. da ricordare che è compatibile con le capsule espresso.Stefano
5;12-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;la migliore;e la seconda che prende e devo dire che veramente ottima la uso anche con capsule compatibili e non solo caffè ma anche te tisane ecc. la consiglio vivamente poi la de longhi è una garanzia
5;11-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Eccellente;Prodotto piccolo e gradevole. Funziona egregiamente. Come sempre Amazon servizio eccellente come consegna e post vendita. Le 16 capsule nella confezione consentono anche di assaggiare varie tipologie di caffè per capire i propri gusti. Ad ogni modo i caffè sono tutti molto buoni.
5;11-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Inissia;Comprata a poco meno di 50 euro con 30 euro di capsule nespresso in omaggio- ho fatto l'affare! Ottima macchinetta- compatta- facile da pulire- riscalda l'acqua in pochi minuti e il caffè è ottimo! Subito dopo il mio acquisto c'è stato un brusco rialzo del prezzo..
5;11-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Funziona bene;Mai provato prima- questa marca è stata una scoperta positiva. Buon prodotto. Ottima fattura. Scelto per spedizione prime. Amazon come al solito impeccabile. Consiglio.
5;09-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Macchina Inissia Nespresso- eccezionale;Che dire- eccezionale- avevo prima una krups di cui non ero soddisfatto- ho provato il caddè fatto da questa macchina presso un cliente e il risultato è stato quello che temevo- macchina diversa- caffè diverso!Ebbene questa è molto- molto migliore anche perchè permette di gestire la quantità di caffè erogato in maniera più semplice e pratica.Unica pecca la capacità ridotta sia di acqua che del contenitore delle capsule usate.Per il resto eccellente- visto anche il prezzo bassissimo.
4;09-gen-18;Stile: InissiaColore: Nero Utile Segnala un abuso;Prodotto buono...ma attenzione al buono!;Buon prodotto. Prestare attenzione per l'utilizzo del buono da 30 euro incluso. Presso i punti vendita Nespresso chiedono la FATTURA FISCALE- quest'ultima si ottiene su richiesta ad Amazon entro un mese dall'acquisto.
5;08-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Nespresso Inissia;Prodotto immancabile dalle ottime qualità. Fa un caffè all'altezza delle aspettative! Design compatto che ben si armonizza all'ambiente.Preso con una convenzione / sconto che ne ha reso ancora più conveniente e interessante l'acquisto.Grandi performances in un piccolo volume. Acquisto consigliato. Consegna puntuale!
5;08-gen-18;Stile: InissiaColore: White Utile Segnala un abuso;Caffè veloce e schiumoso;Macchina per Caffè- veloce e pratica- comprata per risparmiare tempo la mattina nel preparare il caffè- soddisfa le esigenze. Il Caffè (ho usato Ciocattino della Nespresso e Vergnano cialde compatibili) viene bello schiumoso. Bisogna pulire ogni tanto il raccogli gocce.
5;08-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Buono;Come al solito amazon non mi delude mai. Arrivata nei tempi stabiliti! Bella macchina del caffè molto compatta. E poi mi è stato dato anche un buono di 30€ fi caffè. Circa 75 cialde !!Grazie
5;07-gen-18;Stile: InissiaColore: Arancio Utile Segnala un abuso;La consiglio;Bellissima funziona perfettamente-compatta facile da pulire e il colore è bellissimo.Unica pecca cavo di alimentazione corto.Ho avuto in omaggio anche un buono da 30€ da spendere sul sito Nespresso
5;07-gen-18;Stile: InissiaColore: Giallo Utile Segnala un abuso;Regalo di natale azzeccato;"Pacco arrivato in tempo come regalo di Natale.Il prodotto è molto semplice da usare e a detta del mio ragazzo ""fa i caffè come al bar"". Dentro la scatola ci sono le capsule prova della Nespresso- le istruzioni e la macchinetta. È molto pratica e occupa poco spazio."
5;06-gen-18;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Veramente ottima;"Sono rimasto stupito da questa macchina!L'ho acquistata in sostituzione ad un'altra nespresso di un altro modello che però ha avuto dei problemi.Comincio dall'estetica: molto piccola e compatta- estetica molto azzeccata anche un pò retrò.I colori sono molto belli e l'azzurro che ho preso si adatta perfettamente ai colori tortora della mia cucina.Passando invece alla funzionalità è la classica nespresso con i due pulsanti per la lunghezza dell'erogazione- normale e lungo.I pulsanti sono programmabili nel tempo (basta leggere le istruzioni che sono presenti nella confezione).Il contenitore dell'acqua è rimovibile e riempibile comodamente- semplicemente aprendo lo sportellino superiore.Questo il primo punto a suo vantaggio: alcuni modelli presentano un contenitore che non ha uno sportello ma rimangono incastrati all'interno della macchina- lasciando però abbastanza spazio perchè in estate riescano ad intrufolarsi i piccoli insettini della frutta che a volte si formano in cucina- dove verosimilmente è presente la macchina.L'apertura del vano capsule è semplice e non da l'idea di essere ""debole"" come immaginavo. Anzi sembra veramente molto robusto.Il contenitore delle capsule usate è veramente piccolo- al massimo ce ne stanno una decina- ma anche qui secondo me presenta una comodità che non tutti i modelli hanno: la parte davanti si solleva dando la possibilità di inserire tazze di dimensioni maggiori per fare i cappuccini o dei gelati affogati al caffè.E' buona cosa che sia piccolo anche perchè obbliga al lavaggio frequente del vano portacapsule- che non fa mai male.Inoltre- cosa che più mi ha fatto dare le 5 stelle- la temperatura dell'acqua è molto più alta del modello che avevo prima.Veramente un ottimo acquisto- consigliatissimo!"
